WELL,MEASUREMENT,ROW_LETTER,ROW_NUMBER,COLUMN_NUMBER,LABEL,KEY,LYSATE,MASTER_MIX,CONCENTRATION,DILUTION,EXP_ID,PLATE_ID,PLATE_READER,REACTION_VOLUME,PLATE_TYPE,PLASMID_MID,TEMPLATE,STANDARD_CURVE_LOT,GAIN,TEST_CONDITION,OPERATOR,VESSEL,PRODUCT,CALCULATED_CONCENTRATION,FINAL_CONCENTRATION_WITH_DILUTION
G12,170.0,G,7,12,,kingfisher_control,12-L,MMA_7,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,kingfisher,control,3.34293980838029300,1337.17592335211700
G13,425.0,G,7,13,,kingfisher_control,12-L,MMA_7,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,kingfisher,control,8.46349956829093000,1692.69991365818600
G14,173.0,G,7,14,,kingfisher_control,12-L,MMA_7,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,kingfisher,control,3.40318168790865360,1361.27267516346140
G15,449.0,G,7,15,,kingfisher_control,12-L,MMA_7,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,kingfisher,control,8.94543460451781200,1789.08692090356250
G16,191.0,G,7,16,,kingfisher_control,12-L,MMA_7,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,kingfisher,control,3.76463296507881600,1505.85318603152650
G17,436.0,G,7,17,,kingfisher_control,12-L,MMA_7,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,kingfisher,control,8.68438645989491900,1736.87729197898370
G18,193.0,G,7,18,,kingfisher_control,12-L,MMA_7,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,kingfisher,control,3.80479421809772300,1521.91768723908920
G19,441.0,G,7,19,,kingfisher_control,12-L,MMA_7,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,kingfisher,control,8.78478959244218600,1756.95791848843710
G20,188.0,G,7,20,,kingfisher_control,12-L,MMA_7,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,kingfisher,control,3.70439108555045540,1481.75643422018220
G21,421.0,G,7,21,,kingfisher_control,12-L,MMA_7,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,kingfisher,control,8.38317706225311600,1676.63541245062330
G22,178.0,G,7,22,,kingfisher_control,12-L,MMA_7,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,kingfisher,control,3.50358482045592100,1401.43392818236840
G23,433.0,G,7,23,,kingfisher_control,12-L,MMA_7,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,kingfisher,control,8.62414458036655800,1724.82891607331160
G24,191.0,G,7,24,,kingfisher_control,12-L,MMA_7,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,kingfisher,control,3.76463296507881600,1505.85318603152650
H1,576.0,H,8,1,,secondary_Ready96,15-L,MMC_19,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,11.49567417121840400,2299.13483424368100
H2,246.0,H,8,2,,secondary_Ready96,15-L,MMC_19,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,4.86906742309875700,1947.62696923950280
H3,604.0,H,8,3,,secondary_Ready96,15-L,MMC_19,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,12.05793171348310200,2411.58634269662020
H4,266.0,H,8,4,,secondary_Ready96,15-L,MMC_19,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,5.27067995328782700,2108.27198131513070
H5,582.0,H,8,5,,secondary_Ready96,15-L,MMC_19,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,11.61615793027512600,2323.23158605502500
H6,268.0,H,8,6,,secondary_Ready96,15-L,MMC_19,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,5.31084120630673300,2124.33648252269360
H7,590.0,H,8,7,,secondary_Ready96,15-L,MMC_19,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,11.77680294235075400,2355.36058847015060
H8,259.0,H,8,8,,secondary_Ready96,15-L,MMC_19,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,5.13011556772165300,2052.04622708866100
H9,540.0,H,8,9,,secondary_Ready96,15-L,MMC_19,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,10.77277161687808000,2154.55432337561600
H10,253.0,H,8,10,,secondary_Ready96,15-L,MMC_19,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,5.00963180866493100,2003.85272346597250
H11,570.0,H,8,11,,secondary_Ready96,15-L,MMC_19,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,11.37519041216168400,2275.03808243233700
H12,257.0,H,8,12,,secondary_Ready96,15-L,MMC_19,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,5.08995431470274500,2035.98172588109800
H13,614.0,H,8,13,,secondary_Ready96,15-L,MMC_19,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,12.25873797857763700,2451.74759571552750
H14,275.0,H,8,14,,secondary_Ready96,15-L,MMC_19,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,5.45140559187290800,2180.56223674916330
H15,555.0,H,8,15,,secondary_Ready96,15-L,MMC_19,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,11.07398101451988200,2214.79620290397630
H16,272.0,H,8,16,,secondary_Ready96,15-L,MMC_19,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,5.39116371234454750,2156.46548493781900
H17,630.0,H,8,17,,secondary_Ready96,15-L,MMC_19,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,12.58002800272889300,2516.00560054577860
H18,266.0,H,8,18,,secondary_Ready96,15-L,MMC_19,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,5.27067995328782700,2108.27198131513070
H19,556.0,H,8,19,,secondary_Ready96,15-L,MMC_19,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,11.09406164102933400,2218.81232820586700
H20,277.0,H,8,20,,secondary_Ready96,15-L,MMC_19,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,5.49156684489181500,2196.62673795672600
H21,544.0,H,8,21,,secondary_Ready96,15-L,MMC_19,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,10.85309412291589300,2170.61882458317860
H22,280.0,H,8,22,,secondary_Ready96,15-L,MMC_19,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,5.55180872442017600,2220.72348976807000
H23,589.0,H,8,23,,secondary_Ready96,15-L,MMC_19,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,11.75672231584130000,2351.34446316826000
H24,290.0,H,8,24,,secondary_Ready96,15-L,MMC_19,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,secondary,Ready96,5.75261498951471050,2301.04599580588400
I1,405.0,I,9,1,,tube_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Ready96,8.06188703810186000,1612.37740762037200
I2,6.0,I,9,2,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.04971706082992282,
I3,420.0,I,9,3,,tube_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Ready96,8.36309643574366200,1672.61928714873240
I4,9.0,I,9,4,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
I5,414.0,I,9,5,,tube_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Ready96,8.24261267668694000,1648.52253533738800
I6,7.0,I,9,6,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.06979768733937630,
I7,390.0,I,9,7,,tube_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Ready96,7.76067764046005800,1552.13552809201160
I8,8.0,I,9,8,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.08987831384882977,
I9,443.0,I,9,9,,tube_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Ready96,8.82495084546109300,1764.99016909221860
I10,10.0,I,9,10,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.13003956686773670,
I11,361.0,I,9,11,,tube_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Ready96,7.17833947168590750,1435.66789433718150
I12,11.0,I,9,12,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.15012019337719020,
I13,8.0,I,9,13,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.08987831384882977,
I14,12.0,I,9,14,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.17020081988664368,
I15,7.0,I,9,15,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.06979768733937630,
I16,10.0,I,9,16,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.13003956686773670,
I17,7.0,I,9,17,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.06979768733937630,
I18,8.0,I,9,18,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.08987831384882977,
I19,8.0,I,9,19,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.08987831384882977,
I20,8.0,I,9,20,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.08987831384882977,
I21,6.0,I,9,21,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.04971706082992282,
I22,9.0,I,9,22,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
I23,34.0,I,9,23,,Standard - 1,,,1.0,1.0,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,Standard - 1,,0.61197460309462020,0.61197460309462
I24,36.0,I,9,24,,Standard - 1,,,1.0,1.0,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,Standard - 1,,0.65213585611352710,0.65213585611353
J1,190.0,J,10,1,,tube_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Ready96,3.74455233856936240,1497.82093542774490
J2,9.0,J,10,2,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
J3,212.0,J,10,3,,tube_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Ready96,4.18632612177733900,1674.53044871093540
J4,8.0,J,10,4,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.08987831384882977,
J5,189.0,J,10,5,,tube_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Ready96,3.72447171205990900,1489.78868482396360
J6,8.0,J,10,6,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.08987831384882977,
J7,189.0,J,10,7,,tube_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Ready96,3.72447171205990900,1489.78868482396360
J8,9.0,J,10,8,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
J9,202.0,J,10,9,,tube_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Ready96,3.98551985668280400,1594.20794267312160
J10,9.0,J,10,10,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
J11,164.0,J,10,11,,tube_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Ready96,3.22245604932357200,1288.98241972942880
J12,6.0,J,10,12,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.04971706082992282,
J13,7.0,J,10,13,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.06979768733937630,
J14,9.0,J,10,14,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
J15,9.0,J,10,15,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
J16,8.0,J,10,16,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.08987831384882977,
J17,11.0,J,10,17,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.15012019337719020,
J18,10.0,J,10,18,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.13003956686773670,
J19,9.0,J,10,19,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
J20,9.0,J,10,20,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
J21,8.0,J,10,21,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.08987831384882977,
J22,11.0,J,10,22,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.15012019337719020,
J23,79.0,J,10,23,,Standard - 2,,,2.0,1.0,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,Standard - 2,,1.51560279602002670,1.51560279602003
J24,82.0,J,10,24,,Standard - 2,,,2.0,1.0,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,Standard - 2,,1.57584467554838700,1.57584467554839
K1,694.0,K,11,1,,tube_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Premium,13.86518809933391500,2773.03761986678300
K2,9.0,K,11,2,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
K3,760.0,K,11,3,,tube_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Premium,15.19050944895784400,3038.10188979156870
K4,9.0,K,11,4,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
K5,570.0,K,11,5,,tube_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Premium,11.37519041216168400,2275.03808243233700
K6,7.0,K,11,6,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.06979768733937630,
K7,755.0,K,11,7,,tube_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Premium,15.09010631641057600,3018.02126328211530
K8,10.0,K,11,8,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.13003956686773670,
K9,750.0,K,11,9,,tube_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Premium,14.98970318386330900,2997.94063677266200
K10,10.0,K,11,10,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.13003956686773670,
K11,721.0,K,11,11,,tube_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Premium,14.40736501508915900,2881.47300301783160
K12,11.0,K,11,12,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.15012019337719020,
K13,9.0,K,11,13,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
K14,10.0,K,11,14,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.13003956686773670,
K15,7.0,K,11,15,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.06979768733937630,
K16,8.0,K,11,16,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.08987831384882977,
K17,10.0,K,11,17,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.13003956686773670,
K18,10.0,K,11,18,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.13003956686773670,
K19,6.0,K,11,19,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.04971706082992282,
K20,7.0,K,11,20,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.06979768733937630,
K21,9.0,K,11,21,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
K22,9.0,K,11,22,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
K23,161.0,K,11,23,,Standard - 3,,,4.0,1.0,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,Standard - 3,,3.16221416979521170,3.16221416979521
K24,202.0,K,11,24,,Standard - 3,,,4.0,1.0,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,Standard - 3,,3.98551985668280400,3.98551985668280
L1,329.0,L,12,1,,tube_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Premium,6.53575942338339550,2614.30376935335830
L2,8.0,L,12,2,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.08987831384882977,
L3,371.0,L,12,3,,tube_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Premium,7.37914573678044100,2951.65829471217650
L4,11.0,L,12,4,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.15012019337719020,
L5,284.0,L,12,5,,tube_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Premium,5.63213123045798900,2252.85249218319540
L6,10.0,L,12,6,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.13003956686773670,
L7,360.0,L,12,7,,tube_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Premium,7.15825884517645300,2863.30353807058150
L8,7.0,L,12,8,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.06979768733937630,
L9,349.0,L,12,9,,tube_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Premium,6.93737195357246500,2774.94878142898600
L10,8.0,L,12,10,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.08987831384882977,
L11,337.0,L,12,11,,tube_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Premium,6.69640443545902400,2678.56177418360950
L12,9.0,L,12,12,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
L13,7.0,L,12,13,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.06979768733937630,
L14,10.0,L,12,14,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.13003956686773670,
L15,9.0,L,12,15,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
L16,8.0,L,12,16,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.08987831384882977,
L17,9.0,L,12,17,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
L18,7.0,L,12,18,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.06979768733937630,
L19,10.0,L,12,19,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.13003956686773670,
L20,8.0,L,12,20,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.08987831384882977,
L21,8.0,L,12,21,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.08987831384882977,
L22,8.0,L,12,22,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.08987831384882977,
L23,348.0,L,12,23,,Standard - 4,,,8.0,1.0,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,Standard - 4,,6.91729132706301200,6.91729132706301
L24,404.0,L,12,24,,Standard - 4,,,8.0,1.0,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,Standard - 4,,8.04180641159240600,8.04180641159241
M1,654.0,M,13,1,,tube_Economy,17-L,MMD_18,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Economy,13.06196303895577600,2612.39260779115500
M2,9.0,M,13,2,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
M3,611.0,M,13,3,,tube_Economy,17-L,MMD_18,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Economy,12.19849609904927600,2439.69921980985500
M4,8.0,M,13,4,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.08987831384882977,
M5,626.0,M,13,5,,tube_Economy,17-L,MMD_18,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Economy,12.49970549669107800,2499.94109933821570
M6,9.0,M,13,6,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
M7,589.0,M,13,7,,tube_Economy,17-L,MMD_18,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Economy,11.75672231584130000,2351.34446316826000
M8,9.0,M,13,8,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.10995894035828324,
M9,632.0,M,13,9,,tube_Economy,17-L,MMD_18,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Economy,12.62018925574780000,2524.03785114956000
M10,10.0,M,13,10,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.13003956686773670,
M11,500.0,M,13,11,,tube_Economy,17-L,MMD_18,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P6,tube,Economy,9.96954655649994000,1993.90931129998800
M12,10.0,M,13,12,,,,,,,E185,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P6,,,0.13003956686773670,
