row_letter,row_number,column_number,label,lysate,master_mix,exp_id,plate_id,plate_reader,reaction_volume,plate_type,plasmid_mid,template,standard_curve_lot,gain,test_condition,operator,vessel,product,well,measurement,key,concentration,dilution,calculated_concentration,final_concentration_with_dilution
N,14,4,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N4,23,,0,1,0.6763,0.6763
N,14,5,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N5,22,,0,1,0.6673,0.6673
N,14,6,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N6,23,,0,1,0.6763,0.6763
N,14,7,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N7,23,,0,1,0.6763,0.6763
N,14,8,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N8,22,,0,1,0.6673,0.6673
N,14,9,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N9,23,,0,1,0.6763,0.6763
N,14,10,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N10,23,,0,1,0.6763,0.6763
N,14,11,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N11,23,,0,1,0.6763,0.6763
N,14,12,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N12,23,,0,1,0.6763,0.6763
N,14,13,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N13,23,,0,1,0.6763,0.6763
N,14,14,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N14,23,,0,1,0.6763,0.6763
N,14,15,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N15,23,,0,1,0.6763,0.6763
N,14,16,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N16,24,,0,1,0.6852,0.6852
N,14,17,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N17,22,,0,1,0.6673,0.6673
N,14,18,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N18,23,,0,1,0.6763,0.6763
N,14,19,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N19,23,,0,1,0.6763,0.6763
N,14,20,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N20,24,,0,1,0.6852,0.6852
N,14,21,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N21,22,,0,1,0.6673,0.6673
N,14,22,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N22,22,,0,1,0.6673,0.6673
N,14,23,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N23,23,,0,1,0.6763,0.6763
N,14,24,Standard - 7,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,Standard - 7,,N24,7141,Standard - 7,64,1,64.2755,64.2755
O,15,1,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,O1,22,,0,1,0.6673,0.6673
O,15,2,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Premium,O2,1167,Greiner_Premium,0,200,10.8979,2179.5765
O,15,3,,22-L,MMD_28,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Economy,O3,1269,Greiner_Economy,0,200,11.8093,2361.8502
O,15,4,,22-L,MMD_28,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Economy,O4,808,Greiner_Economy,0,200,7.6902,1538.0444
O,15,5,,12-L,MMA_7,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,control,O5,735,Greiner_control,0,200,7.038,1407.5935
O,15,6,,22-L,MMC_27,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Ready96,O6,901,Greiner_Ready96,0,200,8.5212,1704.2351
O,15,7,,22-L,MMC_27,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Ready96,O7,808,Greiner_Ready96,0,200,7.6902,1538.0444
O,15,8,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Tube,Premium,O8,1403,Tube_Premium,0,200,13.0065,2601.3079
O,15,9,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Tube,Economy,O9,1090,Tube_Economy,0,200,10.2099,2041.9777
O,15,10,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,O10,23,,0,1,0.6763,0.6763
O,15,11,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,O11,21,,0,1,0.6584,0.6584
O,15,12,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Premium,O12,593,Greiner_Premium,0,400,5.7692,2307.6798
O,15,13,,22-L,MMD_28,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Economy,O13,618,Greiner_Economy,0,400,5.9926,2397.0296
O,15,14,,22-L,MMD_28,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Economy,O14,410,Greiner_Economy,0,400,4.1341,1653.6386
O,15,15,,12-L,MMA_7,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,control,O15,365,Greiner_control,0,400,3.732,1492.8089
O,15,16,,22-L,MMC_27,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Ready96,O16,409,Greiner_Ready96,0,400,4.1252,1650.0647
O,15,17,,22-L,MMC_27,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Ready96,O17,403,Greiner_Ready96,0,400,4.0716,1628.6207
O,15,18,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Tube,Premium,O18,673,Tube_Premium,0,400,6.484,2593.5994
O,15,19,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Tube,Economy,O19,507,Tube_Economy,0,400,5.0008,2000.3162
O,15,20,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,O20,23,,0,1,0.6763,0.6763
O,15,21,spike-in,spike-in,spike-in,E240,1,TUBER-11-DDW,20,384 well plate Grainer,,spike-in,03/10/2026,50,,P6,spike-in,,O21,659,spike-in,0,100,6.3589,635.8909
O,15,22,spike-in,spike-in,spike-in,E240,1,TUBER-11-DDW,20,384 well plate Grainer,,spike-in,03/10/2026,50,,P6,spike-in,,O22,162,spike-in,0,400,1.9182,767.2879
O,15,23,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,O23,22,,0,1,0.6673,0.6673
O,15,24,Standard - 8,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,Standard - 8,,O24,14064,Standard - 8,128,1,126.1324,126.1324
P,16,1,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P1,23,,0,1,0.6763,0.6763
P,16,2,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P2,23,,0,1,0.6763,0.6763
P,16,3,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P3,23,,0,1,0.6763,0.6763
P,16,4,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P4,23,,0,1,0.6763,0.6763
P,16,5,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P5,24,,0,1,0.6852,0.6852
P,16,6,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P6,23,,0,1,0.6763,0.6763
P,16,7,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P7,24,,0,1,0.6852,0.6852
P,16,8,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P8,22,,0,1,0.6673,0.6673
P,16,9,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P9,23,,0,1,0.6763,0.6763
P,16,10,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P10,24,,0,1,0.6852,0.6852
P,16,11,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P11,23,,0,1,0.6763,0.6763
P,16,12,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P12,23,,0,1,0.6763,0.6763
P,16,13,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P13,23,,0,1,0.6763,0.6763
P,16,14,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P14,23,,0,1,0.6763,0.6763
P,16,15,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P15,22,,0,1,0.6673,0.6673
P,16,16,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P16,23,,0,1,0.6763,0.6763
P,16,17,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P17,22,,0,1,0.6673,0.6673
P,16,18,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P18,24,,0,1,0.6852,0.6852
P,16,19,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P19,22,,0,1,0.6673,0.6673
P,16,20,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P20,22,,0,1,0.6673,0.6673
P,16,21,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P21,22,,0,1,0.6673,0.6673
P,16,22,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P22,22,,0,1,0.6673,0.6673
P,16,23,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,P23,22,,0,1,0.6673,0.6673
P,16,24,Standard - 8,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,Standard - 8,,P24,14408,Standard - 8,128,1,129.2061,129.2061
